A1BG,1,11167,yes,A1bg,MGI:2152878,,1
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0003631,65602
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005377,65603
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005381,65604
TXK,7294,2497,yes,Txk,MGI:102960,MP:0005387,65605
TXK,7294,2497,yes,Txk,MGI:102960,MP:0005397,65606
TXLNA,200081,14062,yes,Txlna,MGI:105968,,65607
TXLNB,167838,44534,yes,Txlnb,MGI:2671945,,65608
TXLNG,55787,23097,yes,Txlng,MGI:3590652,MP:0005390,65609
TXLNG,55787,23097,yes,Txlng,MGI:3590652,MP:0002873,65610
TXN,7295,128202,yes,Txn1,MGI:98874,MP:0010768,65611
TXN,7295,128202,yes,Txn1,MGI:98874,MP:0005380,65612
TXN,7295,128202,yes,Txn1,MGI:98874,MP:0005384,65613
TXN2,25828,40849,yes,Txn2,MGI:1929468,MP:0010768,65614
TXN2,25828,40849,yes,Txn2,MGI:1929468,MP:0005380,65615
TXN2,25828,40849,yes,Txn2,MGI:1929468,MP:0003631,65616
TXN2,25828,40849,yes,Txn2,MGI:1929468,MP:0005378,65617
TXN2,25828,40849,yes,Txn2,MGI:1929468,MP:0005384,65618
TXNDC11,51061,9301,yes,Txndc11,MGI:1923620,,65619
TXNDC12,51060,41074,yes,Txndc12,MGI:1913323,MP:0002873,65620
TXNDC15,79770,32594,yes,Txndc15,MGI:1916922,,65621
TXNDC16,57544,18197,yes,Txndc16,MGI:1917811,,65622
TXNDC17,84817,41683,yes,Txndc17,MGI:1289248,,65623
TXNDC2,84203,41856,yes,Txndc2,MGI:2389312,MP:0005378,65624
TXNDC2,84203,41856,yes,Txndc2,MGI:2389312,MP:0005376,65625
TXNDC2,84203,41856,yes,Txndc2,MGI:2389312,MP:0005384,65626
TXNDC2,84203,41856,yes,Txndc2,MGI:2389312,MP:0005389,65627
TXNDC2,84203,41856,yes,Txndc2,MGI:2389312,MP:0005387,65628
TXNDC5,81567,11125,yes,Txndc5,MGI:2145316,MP:0005379,65629
TXNDC5,81567,11125,yes,Txndc5,MGI:2145316,MP:0005376,65630
TXNDC5,81567,11125,yes,Txndc5,MGI:2145316,MP:0005385,65631
TXNDC5,81567,11125,yes,Txndc5,MGI:2145316,MP:0005389,65632
TXNDC8,255220,41663,yes,Txndc8,MGI:1914652,,65633
TXNDC9,10190,4225,yes,Txndc9,MGI:2138153,,65634
TXNIP,10628,38186,yes,Txnip,MGI:1889549,MP:0005369,65635
TXNIP,10628,38186,yes,Txnip,MGI:1889549,MP:0005376,65636
TXNIP,10628,38186,yes,Txnip,MGI:1889549,MP:0005384,65637
TXNIP,10628,38186,yes,Txnip,MGI:1889549,MP:0002006,65638
TXNIP,10628,38186,yes,Txnip,MGI:1889549,MP:0005375,65639
TXNIP,10628,38186,yes,Txnip,MGI:1889549,MP:0005397,65640
TXNIP,10628,38186,yes,Txnip,MGI:1889549,MP:0005385,65641
TXNIP,10628,38186,yes,Txnip,MGI:1889549,MP:0010768,65642
TXNIP,10628,38186,yes,Txnip,MGI:1889549,MP:0002873,65643
TXNIP,10628,38186,yes,Txnip,MGI:1889549,MP:0005391,65644
TXNIP,10628,38186,yes,Txnip,MGI:1889549,MP:0005381,65645
TXNIP,10628,38186,yes,Txnip,MGI:1889549,MP:0005367,65646
TXNIP,10628,38186,yes,Txnip,MGI:1889549,MP:0005390,65647
TXNIP,10628,38186,yes,Txnip,MGI:1889549,MP:0005387,65648
TXNIP,10628,38186,yes,Txnip,MGI:1889549,MP:0005370,65649
TXNL1,9352,3515,yes,Txnl1,MGI:1860078,,65650
TXNL4A,10907,7150,yes,Txnl4a,MGI:1351613,,65651
TXNL4B,54957,9880,yes,Txnl4b,MGI:2443724,,65652
TXNRD1,7296,55733,yes,Txnrd1,MGI:1354175,MP:0005384,65653
TXNRD1,7296,55733,yes,Txnrd1,MGI:1354175,MP:0005378,65654
TXNRD1,7296,55733,yes,Txnrd1,MGI:1354175,MP:0005386,65655
TXNRD1,7296,55733,yes,Txnrd1,MGI:1354175,MP:0005380,65656
TXNRD1,7296,55733,yes,Txnrd1,MGI:1354175,MP:0003631,65657
TXNRD1,7296,55733,yes,Txnrd1,MGI:1354175,MP:0002873,65658
TXNRD1,7296,55733,yes,Txnrd1,MGI:1354175,MP:0010768,65659
TXNRD2,10587,4701,yes,Txnrd2,MGI:1347023,MP:0005384,65660
TXNRD2,10587,4701,yes,Txnrd2,MGI:1347023,MP:0005376,65661
TXNRD2,10587,4701,yes,Txnrd2,MGI:1347023,MP:0005369,65662
TXNRD2,10587,4701,yes,Txnrd2,MGI:1347023,MP:0005370,65663
TXNRD2,10587,4701,yes,Txnrd2,MGI:1347023,MP:0002873,65664
TXNRD2,10587,4701,yes,Txnrd2,MGI:1347023,MP:0010768,65665
TXNRD2,10587,4701,yes,Txnrd2,MGI:1347023,MP:0005397,65666
TXNRD2,10587,4701,yes,Txnrd2,MGI:1347023,MP:0005385,65667
TXNRD3,114112,60033,yes,Txnrd3,MGI:2386711,,65668
TYK2,7297,20712,yes,Tyk2,MGI:1929470,MP:0005375,65669
TYK2,7297,20712,yes,Tyk2,MGI:1929470,MP:0005378,65670
TYK2,7297,20712,yes,Tyk2,MGI:1929470,MP:0005376,65671
TYK2,7297,20712,yes,Tyk2,MGI:1929470,MP:0005384,65672
TYK2,7297,20712,yes,Tyk2,MGI:1929470,MP:0005397,65673
TYK2,7297,20712,yes,Tyk2,MGI:1929470,MP:0010768,65674
TYK2,7297,20712,yes,Tyk2,MGI:1929470,MP:0005390,65675
TYK2,7297,20712,yes,Tyk2,MGI:1929470,MP:0005387,65676
TYMP,1890,1474,yes,Tymp,MGI:1920212,MP:0005387,65677
TYMP,1890,1474,yes,Tymp,MGI:1920212,MP:0005390,65678
TYMP,1890,1474,yes,Tymp,MGI:1920212,MP:0003631,65679
TYMP,1890,1474,yes,Tymp,MGI:1920212,MP:0005384,65680
TYMP,1890,1474,yes,Tymp,MGI:1920212,MP:0005376,65681
TYMS,7298,834,yes,Tyms,MGI:98878,,65682
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0005380,65683
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0005386,65684
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0005385,65685
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0010768,65686
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0002873,65687
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0005389,65688
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0001186,65689
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0002006,65690
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0003631,65691
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0005377,65692
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0005371,65693
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0005391,65694
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0005387,65695
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0005384,65696
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0005367,65697
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0005390,65698
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0005378,65699
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0010771,65700
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0005379,65701
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0005382,65702
TYR,7299,30969,yes,Tyr,MGI:98880,MP:0005376,65703
TYRO3,7301,4585,yes,Tyro3,MGI:104294,MP:0005390,65704
TYRO3,7301,4585,yes,Tyro3,MGI:104294,MP:0005387,65705
TYRO3,7301,4585,yes,Tyro3,MGI:104294,MP:0005391,65706
TYRO3,7301,4585,yes,Tyro3,MGI:104294,MP:0003631,65707
TYRO3,7301,4585,yes,Tyro3,MGI:104294,MP:0005385,65708
TYRO3,7301,4585,yes,Tyro3,MGI:104294,MP:0005397,65709
TYRO3,7301,4585,yes,Tyro3,MGI:104294,MP:0005389,65710
TYRO3,7301,4585,yes,Tyro3,MGI:104294,MP:0005386,65711
TYRO3,7301,4585,yes,Tyro3,MGI:104294,MP:0005370,65712
TYRO3,7301,4585,yes,Tyro3,MGI:104294,MP:0005376,65713
TYRO3,7301,4585,yes,Tyro3,MGI:104294,MP:0005384,65714
TYRO3,7301,4585,yes,Tyro3,MGI:104294,MP:0005379,65715
TYRO3,7301,4585,yes,Tyro3,MGI:104294,MP:0010771,65716
TYROBP,7305,7986,yes,Tyrobp,MGI:1277211,MP:0005378,65717
TYROBP,7305,7986,yes,Tyrobp,MGI:1277211,MP:0005379,65718
TYROBP,7305,7986,yes,Tyrobp,MGI:1277211,MP:0005382,65719
TYROBP,7305,7986,yes,Tyrobp,MGI:1277211,MP:0005384,65720
TYROBP,7305,7986,yes,Tyrobp,MGI:1277211,MP:0005387,65721
TYROBP,7305,7986,yes,Tyrobp,MGI:1277211,MP:0005376,65722
TYROBP,7305,7986,yes,Tyrobp,MGI:1277211,MP:0005390,65723
TYROBP,7305,7986,yes,Tyrobp,MGI:1277211,MP:0005380,65724
TYROBP,7305,7986,yes,Tyrobp,MGI:1277211,MP:0005386,65725
TYROBP,7305,7986,yes,Tyrobp,MGI:1277211,MP:0005389,65726
TYROBP,7305,7986,yes,Tyrobp,MGI:1277211,MP:0005397,65727
TYROBP,7305,7986,yes,Tyrobp,MGI:1277211,MP:0005371,65728
TYROBP,7305,7986,yes,Tyrobp,MGI:1277211,MP:0003631,65729
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0005386,65730
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0002006,65731
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0001186,65732
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0010768,65733
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0005389,65734
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0005397,65735
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0005391,65736
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0005371,65737
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0005377,65738
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0003631,65739
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0005390,65740
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0005384,65741
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0005376,65742
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0010771,65743
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0005378,65744
TYRP1,7306,464,yes,Tyrp1,MGI:98881,MP:0005382,65745
TYSND1,219743,87946,yes,Tysnd1,MGI:1919017,MP:0005370,65746
TYSND1,219743,87946,yes,Tysnd1,MGI:1919017,MP:0005386,65747
TYSND1,219743,87946,yes,Tysnd1,MGI:1919017,MP:0005389,65748
TYSND1,219743,87946,yes,Tysnd1,MGI:1919017,MP:0005376,65749
TYSND1,219743,87946,yes,Tysnd1,MGI:1919017,MP:0005384,65750
TYW1,55253,7068,yes,Tyw1,MGI:2141161,,65751
TYW1B,441250,7068,yes,Tyw1,MGI:2141161,,65752
TYW3,127253,44531,yes,Tyw3,MGI:2445040,,65753
TYW5,129450,72085,yes,Tyw5,MGI:1915986,,65754
U2AF1,7307,14345,yes,U2af1,MGI:98884,,65755
U2AF1L4,199746,134014,yes,U2af1l4,MGI:2678374,MP:0005386,65756
U2AF2,11338,110853,yes,U2af2,MGI:98886,,65757
U2SURP,23350,13964,yes,U2surp,MGI:1915208,,65758
UACA,55075,74297,yes,Uaca,MGI:1919815,MP:0005384,65759
UACA,55075,74297,yes,Uaca,MGI:1919815,MP:0005376,65760
UACA,55075,74297,yes,Uaca,MGI:1919815,MP:0010771,65761
UACA,55075,74297,yes,Uaca,MGI:1919815,MP:0005379,65762
UACA,55075,74297,yes,Uaca,MGI:1919815,MP:0005388,65763
UACA,55075,74297,yes,Uaca,MGI:1919815,MP:0005370,65764
UACA,55075,74297,yes,Uaca,MGI:1919815,MP:0005387,65765
UACA,55075,74297,yes,Uaca,MGI:1919815,MP:0005367,65766
UACA,55075,74297,yes,Uaca,MGI:1919815,MP:0005389,65767
UACA,55075,74297,yes,Uaca,MGI:1919815,MP:0005397,65768
UACA,55075,74297,yes,Uaca,MGI:1919815,MP:0005385,65769
UACA,55075,74297,yes,Uaca,MGI:1919815,MP:0002006,65770
UAP1,6675,2342,yes,Uap1,MGI:1334459,,65771
UAP1L1,91373,71313,yes,Uap1l1,MGI:2443318,,65772
UBA1,7317,22002,yes,Uba1,MGI:98890,,65773
UBA2,10054,4018,yes,Uba2,MGI:1858313,,65774
UBA3,9039,2951,yes,Uba3,MGI:1341217,MP:0005384,65775
UBA3,9039,2951,yes,Uba3,MGI:1341217,MP:0005380,65776
UBA3,9039,2951,yes,Uba3,MGI:1341217,MP:0010768,65777
UBA5,79876,11738,yes,Uba5,MGI:1913913,MP:0010768,65778
UBA52,7311,135114,yes,Uba52,MGI:98887,,65779
UBA6,55236,10080,yes,Uba6,MGI:1913894,MP:0005386,65780
UBA6,55236,10080,yes,Uba6,MGI:1913894,MP:0010768,65781
UBA6,55236,10080,yes,Uba6,MGI:1913894,MP:0002873,65782
UBA6,55236,10080,yes,Uba6,MGI:1913894,MP:0003631,65783
UBA6,55236,10080,yes,Uba6,MGI:1913894,MP:0005376,65784
UBA6,55236,10080,yes,Uba6,MGI:1913894,MP:0005378,65785
UBA7,7318,2502,yes,Uba7,MGI:1349462,MP:0002873,65786
UBA7,7318,2502,yes,Uba7,MGI:1349462,MP:0005384,65787
UBAC1,10422,9409,yes,Ubac1,MGI:1920995,,65788
UBAC2,337867,18642,yes,Ubac2,MGI:1916139,,65789
UBALD1,124402,17055,yes,Ubald1,MGI:1916255,,65790
UBALD2,283991,100077,yes,Ubald2,MGI:1914635,,65791
UBAP1,51271,9554,yes,Ubap1,MGI:2149543,,65792
UBAP1L,390595,19477,yes,Ubap1l,MGI:2685360,,65793
UBAP2,55833,73649,yes,Ubap2,MGI:1916176,,65794
UBAP2L,9898,136291,yes,Ubap2l,MGI:1921633,MP:0005378,65795
UBAP2L,9898,136291,yes,Ubap2l,MGI:1921633,MP:0005389,65796
UBASH3A,53347,56833,yes,Ubash3a,MGI:1926074,MP:0005391,65797
UBASH3A,53347,56833,yes,Ubash3a,MGI:1926074,MP:0005387,65798
UBASH3A,53347,56833,yes,Ubash3a,MGI:1926074,MP:0002873,65799
UBASH3A,53347,56833,yes,Ubash3a,MGI:1926074,MP:0005397,65800
UBASH3B,84959,13152,yes,Ubash3b,MGI:1920078,MP:0005387,65801
UBASH3B,84959,13152,yes,Ubash3b,MGI:1920078,MP:0002873,65802
UBASH3B,84959,13152,yes,Ubash3b,MGI:1920078,MP:0005397,65803
UBB,7314,74981,yes,Ubb,MGI:98888,MP:0005386,65804
UBB,7314,74981,yes,Ubb,MGI:98888,MP:0005389,65805
UBB,7314,74981,yes,Ubb,MGI:98888,MP:0003631,65806
UBB,7314,74981,yes,Ubb,MGI:98888,MP:0005376,65807
UBB,7314,74981,yes,Ubb,MGI:98888,MP:0005375,65808
UBB,7314,74981,yes,Ubb,MGI:98888,MP:0005379,65809
UBB,7314,74981,yes,Ubb,MGI:98888,MP:0005378,65810
UBC,7316,128418,yes,Ubc,MGI:98889,MP:0005384,65811
UBC,7316,128418,yes,Ubc,MGI:98889,MP:0005378,65812
UBC,7316,128418,yes,Ubc,MGI:98889,MP:0005397,65813
UBC,7316,128418,yes,Ubc,MGI:98889,MP:0010768,65814
UBC,7316,128418,yes,Ubc,MGI:98889,MP:0005370,65815
UBC,7316,128418,yes,Ubc,MGI:98889,MP:0005380,65816
UBD,10537,4665,yes,Ubd,MGI:1344410,MP:0005384,65817
UBD,10537,4665,yes,Ubd,MGI:1344410,MP:0005397,65818
UBD,10537,4665,yes,Ubd,MGI:1344410,MP:0005387,65819
UBE2A,7319,68308,yes,Ube2a,MGI:102959,MP:0005378,65820
UBE2A,7319,68308,yes,Ube2a,MGI:102959,MP:0010768,65821
UBE2A,7319,68308,yes,Ube2a,MGI:102959,MP:0003631,65822
UBE2A,7319,68308,yes,Ube2a,MGI:102959,MP:0005386,65823
UBE2A,7319,68308,yes,Ube2a,MGI:102959,MP:0005389,65824
UBE2B,7320,101298,yes,Ube2b,MGI:102944,MP:0005385,65825
UBE2B,7320,101298,yes,Ube2b,MGI:102944,MP:0005389,65826
UBE2B,7320,101298,yes,Ube2b,MGI:102944,MP:0010768,65827
UBE2B,7320,101298,yes,Ube2b,MGI:102944,MP:0005386,65828
UBE2B,7320,101298,yes,Ube2b,MGI:102944,MP:0005376,65829
UBE2B,7320,101298,yes,Ube2b,MGI:102944,MP:0005384,65830
UBE2B,7320,101298,yes,Ube2b,MGI:102944,MP:0005379,65831
UBE2B,7320,101298,yes,Ube2b,MGI:102944,MP:0005378,65832
UBE2B,7320,101298,yes,Ube2b,MGI:102944,MP:0010771,65833
UBE2C,11065,5096,yes,Ube2c,MGI:1915862,MP:0010768,65834
UBE2C,11065,5096,yes,Ube2c,MGI:1915862,MP:0005378,65835
UBE2C,11065,5096,yes,Ube2c,MGI:1915862,MP:0005391,65836
UBE2C,11065,5096,yes,Ube2c,MGI:1915862,MP:0005380,65837
UBE2D1,7321,20714,yes,Ube2d1,MGI:2384911,,65838
UBE2D2,7322,2506,yes,Ube2d2a,MGI:1930715,MP:0005389,65839
UBE2D3,7323,123914,yes,Ube2d3,MGI:1913355,MP:0001186,65840
UBE2D3,7323,123914,yes,Ube2d3,MGI:1913355,MP:0005386,65841
UBE2D3,7323,123914,yes,Ube2d3,MGI:1913355,MP:0005390,65842
UBE2D3,7323,123914,yes,Ube2d3,MGI:1913355,MP:0005391,65843
UBE2D3,7323,123914,yes,Ube2d3,MGI:1913355,MP:0005377,65844
UBE2D4,51619,134887,yes,Ube2d2b,MGI:1920568,,65845
UBE2E1,7324,84372,yes,Ube2e1,MGI:107411,,65846
UBE2E2,7325,77337,yes,Ube2e2,MGI:2384997,MP:0005367,65847
UBE2E3,10477,4636,yes,Ube2e3,MGI:107412,,65848
UBE2F,140739,12212,yes,Ube2f,MGI:1915171,,65849
UBE2G1,7326,2508,yes,Ube2g1,MGI:1914378,MP:0005371,65850
UBE2G1,7326,2508,yes,Ube2g1,MGI:1914378,MP:0005377,65851
UBE2G1,7326,2508,yes,Ube2g1,MGI:1914378,MP:0005389,65852
UBE2G1,7326,2508,yes,Ube2g1,MGI:1914378,MP:0005385,65853
UBE2G1,7326,2508,yes,Ube2g1,MGI:1914378,MP:0005397,65854
UBE2G1,7326,2508,yes,Ube2g1,MGI:1914378,MP:0005370,65855
UBE2G1,7326,2508,yes,Ube2g1,MGI:1914378,MP:0005390,65856
UBE2G1,7326,2508,yes,Ube2g1,MGI:1914378,MP:0005387,65857
UBE2G2,7327,6599,yes,Ube2g2,MGI:1343188,,65858
UBE2H,7328,103894,yes,Ube2h,MGI:104632,MP:0010768,65859
UBE2I,7329,5574,yes,Ube2i,MGI:107365,MP:0010768,65860
UBE2I,7329,5574,yes,Ube2i,MGI:107365,MP:0005397,65861
UBE2I,7329,5574,yes,Ube2i,MGI:107365,MP:0005380,65862
UBE2I,7329,5574,yes,Ube2i,MGI:107365,MP:0005384,65863
UBE2J1,51465,41090,yes,Ube2j1,MGI:1926245,MP:0005384,65864
UBE2J1,51465,41090,yes,Ube2j1,MGI:1926245,MP:0005378,65865
UBE2J1,51465,41090,yes,Ube2j1,MGI:1926245,MP:0005390,65866
UBE2J1,51465,41090,yes,Ube2j1,MGI:1926245,MP:0005371,65867
UBE2J1,51465,41090,yes,Ube2j1,MGI:1926245,MP:0005389,65868
UBE2J1,51465,41090,yes,Ube2j1,MGI:1926245,MP:0010768,65869
UBE2J2,118424,10975,yes,Ube2j2,MGI:2153608,,65870
UBE2K,3093,3903,yes,Ube2k,MGI:1858216,MP:0003631,65871
UBE2K,3093,3903,yes,Ube2k,MGI:1858216,MP:0005384,65872
UBE2L3,7332,43226,yes,Ube2l3,MGI:109240,MP:0005378,65873
UBE2L3,7332,43226,yes,Ube2l3,MGI:109240,MP:0010768,65874
UBE2L3,7332,43226,yes,Ube2l3,MGI:109240,MP:0005385,65875
UBE2L3,7332,43226,yes,Ube2l3,MGI:109240,MP:0005380,65876
UBE2L6,9246,3112,yes,Ube2l6,MGI:1914500,,65877
UBE2M,9040,2952,yes,Ube2m,MGI:108278,MP:0005378,65878
UBE2M,9040,2952,yes,Ube2m,MGI:108278,MP:0005385,65879
UBE2M,9040,2952,yes,Ube2m,MGI:108278,MP:0010768,65880
UBE2N,7334,128406,yes,Ube2n,MGI:1934835,MP:0005384,65881
UBE2N,7334,128406,yes,Ube2n,MGI:1934835,MP:0005387,65882
UBE2N,7334,128406,yes,Ube2n,MGI:1934835,MP:0002873,65883
UBE2N,7334,128406,yes,Ube2n,MGI:1934835,MP:0010768,65884
UBE2N,7334,128406,yes,Ube2n,MGI:1934835,MP:0005397,65885
UBE2O,63893,11113,yes,Ube2o,MGI:2444266,MP:0010771,65886
UBE2O,63893,11113,yes,Ube2o,MGI:2444266,MP:0005379,65887
UBE2O,63893,11113,yes,Ube2o,MGI:2444266,MP:0005375,65888
UBE2O,63893,11113,yes,Ube2o,MGI:2444266,MP:0005384,65889
UBE2O,63893,11113,yes,Ube2o,MGI:2444266,MP:0005376,65890
UBE2O,63893,11113,yes,Ube2o,MGI:2444266,MP:0005386,65891
UBE2O,63893,11113,yes,Ube2o,MGI:2444266,MP:0010768,65892
UBE2O,63893,11113,yes,Ube2o,MGI:2444266,MP:0002006,65893
UBE2Q1,55585,9730,yes,Ube2q1,MGI:1917343,MP:0005389,65894
UBE2Q1,55585,9730,yes,Ube2q1,MGI:1917343,MP:0010768,65895
UBE2Q1,55585,9730,yes,Ube2q1,MGI:1917343,MP:0005386,65896
UBE2Q1,55585,9730,yes,Ube2q1,MGI:1917343,MP:0005376,65897
UBE2Q2,92912,45455,yes,Ube2q2,MGI:2388672,,65898
UBE2QL1,134111,15975,yes,Ube2ql1,MGI:1924230,,65899
UBE2R2,54926,3210,yes,Ube2r2,MGI:1914865,,65900
UBE2S,27338,56676,yes,Ube2s,MGI:1925141,,65901
UBE2T,29089,40929,yes,Ube2t,MGI:1914446,,65902
UBE2U,148581,17594,yes,Ube2u,MGI:3588216,MP:0005385,65903
UBE2V1,7335,81888,yes,Ube2v1,MGI:1913839,,65904
UBE2V2,7336,55739,yes,Ube2v2,MGI:1917870,,65905
UBE2W,55284,10119,yes,Ube2w,MGI:1914049,MP:0005379,65906
UBE2W,55284,10119,yes,Ube2w,MGI:1914049,MP:0010771,65907
UBE2W,55284,10119,yes,Ube2w,MGI:1914049,MP:0005384,65908
UBE2W,55284,10119,yes,Ube2w,MGI:1914049,MP:0005387,65909
UBE2W,55284,10119,yes,Ube2w,MGI:1914049,MP:0010768,65910
UBE2W,55284,10119,yes,Ube2w,MGI:1914049,MP:0005389,65911
UBE2W,55284,10119,yes,Ube2w,MGI:1914049,MP:0005397,65912
UBE2W,55284,10119,yes,Ube2w,MGI:1914049,MP:0005377,65913
UBE2Z,65264,11319,yes,Ube2z,MGI:1343160,,65914
UBE3A,7337,7988,yes,Ube3a,MGI:105098,MP:0005389,65915
UBE3A,7337,7988,yes,Ube3a,MGI:105098,MP:0010768,65916
UBE3A,7337,7988,yes,Ube3a,MGI:105098,MP:0005386,65917
UBE3A,7337,7988,yes,Ube3a,MGI:105098,MP:0003631,65918
UBE3A,7337,7988,yes,Ube3a,MGI:105098,MP:0010771,65919
UBE3A,7337,7988,yes,Ube3a,MGI:105098,MP:0005378,65920
UBE3A,7337,7988,yes,Ube3a,MGI:105098,MP:0005379,65921
UBE3A,7337,7988,yes,Ube3a,MGI:105098,MP:0005384,65922
UBE3A,7337,7988,yes,Ube3a,MGI:105098,MP:0005376,65923
UBE3B,89910,13775,yes,Ube3b,MGI:1891295,MP:0005378,65924
UBE3B,89910,13775,yes,Ube3b,MGI:1891295,MP:0005376,65925
UBE3B,89910,13775,yes,Ube3b,MGI:1891295,MP:0005391,65926
UBE3B,89910,13775,yes,Ube3b,MGI:1891295,MP:0010768,65927
UBE3B,89910,13775,yes,Ube3b,MGI:1891295,MP:0005389,65928
UBE3B,89910,13775,yes,Ube3b,MGI:1891295,MP:0005386,65929
UBE3B,89910,13775,yes,Ube3b,MGI:1891295,MP:0005387,65930
UBE3B,89910,13775,yes,Ube3b,MGI:1891295,MP:0003631,65931
UBE3B,89910,13775,yes,Ube3b,MGI:1891295,MP:0005377,65932
UBE3C,9690,8783,yes,Ube3c,MGI:2140998,MP:0005378,65933
UBE3C,9690,8783,yes,Ube3c,MGI:2140998,MP:0005376,65934
UBE3C,9690,8783,yes,Ube3c,MGI:2140998,MP:0005397,65935
UBE3C,9690,8783,yes,Ube3c,MGI:2140998,MP:0005385,65936
UBE3C,9690,8783,yes,Ube3c,MGI:2140998,MP:0005386,65937
UBE3C,9690,8783,yes,Ube3c,MGI:2140998,MP:0005387,65938
UBE3C,9690,8783,yes,Ube3c,MGI:2140998,MP:0005390,65939
UBE3C,9690,8783,yes,Ube3c,MGI:2140998,MP:0005377,65940
UBE3C,9690,8783,yes,Ube3c,MGI:2140998,MP:0005371,65941
UBE3D,90025,18898,yes,Ube2cbp,MGI:1917598,MP:0001186,65942
UBE3D,90025,18898,yes,Ube2cbp,MGI:1917598,MP:0010768,65943
UBE3D,90025,18898,yes,Ube2cbp,MGI:1917598,MP:0005391,65944
UBE4A,9354,3517,yes,Ube4a,MGI:2154580,,65945
UBE4B,10277,107623,yes,Ube4b,MGI:1927086,MP:0005384,65946
UBE4B,10277,107623,yes,Ube4b,MGI:1927086,MP:0005376,65947
UBE4B,10277,107623,yes,Ube4b,MGI:1927086,MP:0005369,65948
UBE4B,10277,107623,yes,Ube4b,MGI:1927086,MP:0010768,65949
UBE4B,10277,107623,yes,Ube4b,MGI:1927086,MP:0005385,65950
UBE4B,10277,107623,yes,Ube4b,MGI:1927086,MP:0005386,65951
UBE4B,10277,107623,yes,Ube4b,MGI:1927086,MP:0003631,65952
UBFD1,56061,10430,yes,Ubfd1,MGI:107301,,65953
UBIAD1,29914,8336,yes,Ubiad1,MGI:1918957,MP:0005376,65954
UBIAD1,29914,8336,yes,Ubiad1,MGI:1918957,MP:0005378,65955
UBIAD1,29914,8336,yes,Ubiad1,MGI:1918957,MP:0005380,65956
UBIAD1,29914,8336,yes,Ubiad1,MGI:1918957,MP:0010768,65957
UBL3,5412,5153,yes,Ubl3,MGI:1344373,,65958
UBL4A,8266,8594,yes,Ubl4a,MGI:95049,MP:0005376,65959
UBL4A,8266,8594,yes,Ubl4a,MGI:95049,MP:0005378,65960
UBL4A,8266,8594,yes,Ubl4a,MGI:95049,MP:0002873,65961
UBL4A,8266,8594,yes,Ubl4a,MGI:95049,MP:0010768,65962
UBL4B,164153,49855,yes,Ubl4b,MGI:1914841,,65963
UBL5,59286,83305,yes,Ubl5,MGI:1913427,,65964
UBL7,84993,12312,yes,Ubl7,MGI:1916709,,65965
UBLCP1,134510,16796,yes,Ublcp1,MGI:1933105,MP:0005376,65966
UBLCP1,134510,16796,yes,Ublcp1,MGI:1933105,MP:0005385,65967
UBLCP1,134510,16796,yes,Ublcp1,MGI:1933105,MP:0010768,65968
UBLCP1,134510,16796,yes,Ublcp1,MGI:1933105,MP:0005377,65969
UBN1,29855,9656,yes,Ubn1,MGI:1891307,,65970
UBN2,254048,45564,yes,Ubn2,MGI:2444236,,65971
